,year,month,state,Mental_Health_Records_Submitted_2008,Mental_Health_Records_Submitted_2017,Gun_Sale_Denials_2008,Gun_Sale_Denials_2017,Giffords Gun Safety Score,Gun Deaths per 100k People (2018),Gun Death Rate (Ranked High to Low),Rank,# of guns per capita,# of guns registered,Permit Type,Handgun_Carry_Permit_Fee,Years_Valid,5_Year_Cost,Happiness Score,n_incidents
134519,2014,1,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,10
134529,2014,2,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,4
134533,2014,3,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,10
134543,2014,4,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,2
134545,2014,5,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134550,2014,6,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,2
134552,2014,7,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,3
134555,2014,8,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,4
134559,2014,9,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134564,2014,10,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134569,2014,11,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,3
134572,2014,12,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134577,2015,1,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,4
134581,2015,2,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,3
134584,2015,3,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134589,2015,4,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134594,2015,5,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134599,2015,6,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,6
134605,2015,7,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,6
134611,2015,8,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,1
134612,2015,9,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,2
134614,2015,10,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,6
134620,2015,11,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134625,2015,12,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,1
134626,2016,1,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,2
134628,2016,2,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,3
134631,2016,3,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134636,2016,4,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,1
134637,2016,5,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,2
134639,2016,6,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,3
134642,2016,7,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,6
134648,2016,8,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134653,2016,9,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,2
134655,2016,10,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,4
134659,2016,11,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,6
134665,2016,12,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134670,2017,1,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,3
134673,2017,2,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,2
134675,2017,3,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,3
134678,2017,4,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,3
134681,2017,5,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,7
134688,2017,6,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,3
134691,2017,7,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,6
134697,2017,8,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,6
134703,2017,9,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134708,2017,10,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,9
134717,2017,11,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,6
134723,2017,12,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,8
134731,2018,1,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,5
134736,2018,2,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,6
134742,2018,3,Montana,1,36,14,33,F,22.6,3.0,19,0.021,22133,Concealed carry handgun permit,60.0,4,75,2,2
127172,2014,1,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,5
127177,2014,2,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,7
127184,2014,3,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,4
127188,2014,4,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,8
127196,2014,5,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,11
127207,2014,6,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,17
127224,2014,7,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,20
127244,2014,8,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,22
127266,2014,9,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,23
127289,2014,10,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,21
127310,2014,11,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,14
127324,2014,12,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,16
127340,2015,1,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,23
127363,2015,2,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,6
127369,2015,3,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,14
127383,2015,4,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,14
127397,2015,5,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,18
127415,2015,6,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,22
127437,2015,7,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,14
127451,2015,8,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,11
127462,2015,9,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,15
127477,2015,10,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,12
127489,2015,11,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,18
127507,2015,12,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,16
127523,2016,1,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,17
127540,2016,2,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,12
127552,2016,3,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,14
127566,2016,4,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,14
127580,2016,5,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,23
127603,2016,6,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,11
127614,2016,7,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,14
127628,2016,8,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,18
127646,2016,9,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,18
127664,2016,10,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,9
127673,2016,11,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,9
127682,2016,12,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,12
127694,2017,1,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,18
127712,2017,2,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,13
127725,2017,3,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,12
127737,2017,4,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,16
127753,2017,5,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,14
127767,2017,6,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,15
127782,2017,7,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,11
127793,2017,8,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,13
127806,2017,9,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,19
127825,2017,10,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,12
127837,2017,11,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,13
127850,2017,12,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,11
127861,2018,1,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,17
127878,2018,2,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,12
127890,2018,3,Nebraska,2,30642,1,49,C-,8.3,42.0,39,0.012,22234,Concealed handgun permit,100.0,5,100,2,4
125836,2014,1,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,19
125855,2014,2,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,10
125865,2014,3,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,20
125885,2014,4,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,17
125902,2014,5,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,28
125930,2014,6,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,18
125948,2014,7,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,21
125969,2014,8,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,21
125990,2014,9,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,28
126018,2014,10,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,15
126033,2014,11,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,24
126057,2014,12,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,17
126074,2015,1,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,21
126095,2015,2,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,20
126115,2015,3,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,14
126129,2015,4,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,29
126158,2015,5,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,32
126190,2015,6,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,23
126213,2015,7,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,26
126239,2015,8,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,30
126269,2015,9,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,40
126309,2015,10,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,27
126336,2015,11,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,32
126368,2015,12,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,34
126402,2016,1,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,37
126439,2016,2,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,53
126492,2016,3,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,26
126518,2016,4,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,55
126573,2016,5,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,33
126606,2016,6,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,23
126629,2016,7,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,39
126668,2016,8,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,26
126694,2016,9,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,11
126705,2016,10,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,21
126726,2016,11,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,20
126746,2016,12,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,16
126762,2017,1,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,40
126802,2017,2,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,26
126828,2017,3,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,31
126859,2017,4,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,21
126880,2017,5,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,36
126916,2017,6,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,29
126945,2017,7,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,23
126968,2017,8,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,23
126991,2017,9,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,16
127007,2017,10,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,19
127026,2017,11,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,31
127057,2017,12,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,30
127087,2018,1,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,29
127116,2018,2,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,30
127146,2018,3,Nevada,0,7141,0,66,D,16.7,14.0,10,0.027000000000000003,76888,Concealed firearm permit,96.25,5,96,4,26
129732,2014,1,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,7
129739,2014,2,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,2
129741,2014,3,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,5
129746,2014,5,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,9
129755,2014,6,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,4
129759,2014,7,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,5
129764,2014,8,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,4
129768,2014,9,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,1
129769,2014,10,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,6
129775,2014,11,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,6
129781,2014,12,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,4
129785,2015,1,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,2
129787,2015,2,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,2
129789,2015,3,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,5
129794,2015,4,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,7
129801,2015,5,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,2
129803,2015,6,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,3
129806,2015,7,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,8
129814,2015,8,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,6
129820,2015,9,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,3
129823,2015,10,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,3
129826,2015,11,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,1
129827,2015,12,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,2
129829,2016,1,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,7
129836,2016,2,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,2
129838,2016,3,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,2
129840,2016,4,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,3
129843,2016,5,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,3
129846,2016,6,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,5
129851,2016,7,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,5
129856,2016,8,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,5
129861,2016,9,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,3
129864,2016,10,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,2
129866,2016,11,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,6
129872,2016,12,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,3
129875,2017,1,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,4
129879,2017,2,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,3
129882,2017,3,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,2
129884,2017,4,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,4
129888,2017,5,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,4
129892,2017,6,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,4
129896,2017,7,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,3
129899,2017,8,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,4
129903,2017,9,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,5
129908,2017,10,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,3
129911,2017,11,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,8
129919,2017,12,New Hampshire,1,519,0,10,F,10.3,40.0,3,0.048,64135,Constitutional carry/Pistol & Revolver License available for reciprocity,10.0,4,12,2,1
